catch_rate,height,data7,data3,data6.1,defense,sp_atk,sp_def,dexnum,special_group,percent_female,data2,hp,data5,generation,base_exp,speed,weight,total,ev_yield,data6.3,data6.2,growth_rate,data4,base_friendship,attack,egg_cycles,data1,data6,percent_male
127,1.0,,Bite,Field,70,60,60,262,Ordinary,50.0,,70,Quick Feet,3,147,70,37.0,420,2 Attack,Field,Moxie,Medium Fast,Intimidate,50,90,15,Dark,Moxie,50.0
255,0.4,,TinyRaccoon,Field,41,30,41,263,Ordinary,50.0,,38,Gluttony,3,56,60,17.5,240,1 Speed,Field,Quick Feet,Medium Fast,Pickup,50,30,15,Normal,Quick Feet,50.0
90,0.5,,Rushing,Field,61,50,61,264,Ordinary,50.0,,78,Gluttony,3,147,100,32.5,420,2 Speed,Field,Quick Feet,Medium Fast,Pickup,50,70,15,Normal,Quick Feet,50.0
255,0.3,,Worm,Bug,35,20,30,265,Ordinary,50.0,,45,Run Away,3,56,20,3.6,195,1 HP,Bug,,Medium Fast,Shield Dust,50,45,15,Bug,,50.0
120,0.6,,Cocoon,Bug,55,25,25,266,Ordinary,50.0,,50,,3,72,15,10.0,205,2 Defense,Bug,,Medium Fast,Shed Skin,50,35,15,Bug,,50.0
45,1.0,,Butterfly,Bug,50,100,50,267,Ordinary,50.0,Flying,60,Rivalry,3,178,65,28.4,395,3 Sp. Atk,Bug,,Medium Fast,Swarm,50,70,15,Bug,,50.0
120,0.7,,Cocoon,Bug,55,25,25,268,Ordinary,50.0,,50,,3,72,15,11.5,205,2 Defense,Bug,,Medium Fast,Shed Skin,50,35,15,Bug,,50.0
45,1.2,,Poison Moth,Bug,70,50,90,269,Ordinary,50.0,Poison,60,Compound Eyes,3,173,65,31.6,385,3 Sp. Def,Bug,,Medium Fast,Shield Dust,50,50,15,Bug,,50.0
255,0.5,Water 1,Water Weed,Grass ,30,40,50,270,Ordinary,50.0,Grass,40,Rain Dish,3,44,30,2.6,220,1 Sp. Def,Grass ,Own Tempo,Medium Slow,Swift Swim,50,30,15,Water,Own Tempo,50.0
120,1.2,Water 1,Jolly,Grass ,50,60,70,271,Ordinary,50.0,Grass,60,Rain Dish,3,119,50,32.5,340,2 Sp. Def,Grass ,Own Tempo,Medium Slow,Swift Swim,50,50,15,Water,Own Tempo,50.0
45,1.5,Water 1,Carefree,Grass ,70,90,100,272,Ordinary,50.0,Grass,80,Rain Dish,3,216,70,55.0,480,3 Sp. Def,Grass ,Own Tempo,Medium Slow,Swift Swim,50,70,15,Water,Own Tempo,50.0
255,0.5,Grass,Acorn,Field ,50,30,30,273,Ordinary,50.0,,40,Early Bird,3,44,30,4.0,220,1 Defense,Field ,Pickpocket,Medium Slow,Chlorophyll,50,40,15,Grass,Pickpocket,50.0
120,1.0,Grass,Wily,Field ,40,60,40,274,Ordinary,50.0,Dark,70,Early Bird,3,119,60,28.0,340,2 Attack,Field ,Pickpocket,Medium Slow,Chlorophyll,50,70,15,Grass,Pickpocket,50.0
45,1.3,Grass,Wicked,Field ,60,90,60,275,Ordinary,50.0,Dark,90,Early Bird,3,216,80,59.6,480,3 Attack,Field ,Pickpocket,Medium Slow,Chlorophyll,50,100,15,Grass,Pickpocket,50.0
200,0.3,,TinySwallow,Flying,30,30,30,276,Ordinary,50.0,Flying,40,Scrappy,3,54,85,2.3,270,1 Speed,Flying,,Medium Slow,Guts,50,55,15,Normal,,50.0
45,0.7,,Swallow,Flying,60,75,50,277,Ordinary,50.0,Flying,60,Scrappy,3,159,125,19.8,455,2 Speed,Flying,,Medium Slow,Guts,50,85,15,Normal,,50.0
190,0.6,Water 1,Seagull,Flying ,30,55,30,278,Ordinary,50.0,Flying,40,Hydration,3,54,85,9.5,270,1 Speed,Flying ,Rain Dish,Medium Fast,Keen Eye,50,30,20,Water,Rain Dish,50.0
45,1.2,Water 1,Water Bird,Flying ,100,95,70,279,Ordinary,50.0,Flying,60,Drizzle,3,154,65,28.0,440,2 Defense,Flying ,Rain Dish,Medium Fast,Keen Eye,50,50,20,Water,Rain Dish,50.0
235,0.4,Human-Like,Feeling,Amorphous ,25,45,35,280,Ordinary,50.0,Fairy,28,Trace,3,40,40,6.6,198,1 Sp. Atk,Amorphous ,Telepathy,Slow,Synchronize,35,25,20,Psychic,Telepathy,50.0
120,0.8,Human-Like,Emotion,Amorphous ,35,65,55,281,Ordinary,50.0,Fairy,38,Trace,3,97,50,20.2,278,2 Sp. Atk,Amorphous ,Telepathy,Slow,Synchronize,35,35,20,Psychic,Telepathy,50.0
45,1.6,Human-Like,Embrace,Amorphous ,65,125,115,282,Ordinary,50.0,Fairy,68,Trace,3,259,80,48.4,518,3 Sp. Atk,Amorphous ,Telepathy,Slow,Synchronize,35,65,20,Psychic,Telepathy,50.0
200,0.5,Water 1,Pond Skater,Bug ,32,50,52,283,Ordinary,50.0,Water,40,Rain Dish,3,54,65,1.7,269,1 Speed,Bug ,,Medium Fast,Swift Swim,50,30,15,Bug,,50.0
75,0.8,Water 1,Eyeball,Bug ,62,100,82,284,Ordinary,50.0,Flying,70,Unnerve,3,159,80,3.6,454,"1 Sp. Atk, 1 Sp. Def",Bug ,,Medium Fast,Intimidate,50,60,15,Bug,,50.0
255,0.4,Grass,Mushroom,Fairy ,60,40,60,285,Ordinary,50.0,,60,Poison Heal,3,59,35,4.5,295,1 HP,Fairy ,Quick Feet,Fluctuating,Effect Spore,50,40,15,Grass,Quick Feet,50.0
90,1.2,Grass,Mushroom,Fairy ,80,60,60,286,Ordinary,50.0,Fighting,60,Poison Heal,3,161,70,39.2,460,2 Attack,Fairy ,Technician,Fluctuating,Effect Spore,50,130,15,Grass,Technician,50.0
255,0.8,,Slacker,Field,60,35,35,287,Ordinary,50.0,,60,,3,56,30,24.0,280,1 HP,Field,,Slow,Truant,50,60,15,Normal,,50.0
120,1.4,,Wild Monkey,Field,80,55,55,288,Ordinary,50.0,,80,,3,154,90,46.5,440,2 Speed,Field,,Slow,Vital Spirit,50,80,15,Normal,,50.0
45,2.0,,Lazy,Field,100,95,65,289,Ordinary,50.0,,150,,3,285,100,130.5,670,3 HP,Field,,Slow,Truant,50,160,15,Normal,,50.0
255,0.5,,Trainee,Bug,90,30,30,290,Ordinary,50.0,Ground,31,Run Away,3,53,40,5.5,266,1 Defense,Bug,,Erratic,Compound Eyes,50,45,15,Bug,,50.0
120,0.8,,Ninja,Bug,45,50,50,291,Ordinary,50.0,Flying,61,Infiltrator,3,160,160,12.0,456,2 Speed,Bug,,Erratic,Speed Boost,50,90,15,Bug,,50.0
45,0.8,,Shed,Mineral,45,30,30,292,Ordinary,,Ghost,1,,3,83,40,1.2,236,2 HP,Mineral,,Erratic,Wonder Guard,50,90,15,Bug,,
190,0.6,Monster,Whisper,Field ,23,51,23,293,Ordinary,50.0,,64,Rattled,3,48,28,16.3,240,1 HP,Field ,,Medium Slow,Soundproof,50,51,20,Normal,,50.0
120,1.0,Monster,Big Voice,Field ,43,71,43,294,Ordinary,50.0,,84,Scrappy,3,126,48,40.5,360,2 HP,Field ,,Medium Slow,Soundproof,50,71,20,Normal,,50.0
45,1.5,Monster,Loud Noise,Field ,63,91,73,295,Ordinary,50.0,,104,Scrappy,3,221,68,84.0,490,3 HP,Field ,,Medium Slow,Soundproof,50,91,20,Normal,,50.0
180,1.0,,Guts,Human-Like,30,20,30,296,Ordinary,25.0,,72,Guts,3,47,25,86.4,237,1 HP,Human-Like,Sheer Force,Fluctuating,Thick Fat,50,60,20,Fighting,Sheer Force,75.0
200,2.3,,Arm Thrust,Human-Like,60,40,60,297,Ordinary,25.0,,144,Guts,3,166,50,253.8,474,2 HP,Human-Like,Sheer Force,Fluctuating,Thick Fat,50,120,20,Fighting,Sheer Force,75.0
150,0.2,,Polka Dot,Undiscovered,40,20,40,298,Baby Pokemon,75.0,Fairy,50,Huge Power,3,38,20,2.0,190,1 HP,Undiscovered,Sap Sipper,Fast,Thick Fat,50,20,10,Normal,Sap Sipper,25.0
255,1.0,,Compass,Mineral,135,45,90,299,Ordinary,50.0,,30,Magnet Pull,3,75,30,97.0,375,1 Defense,Mineral,Sand Force,Medium Fast,Sturdy,50,45,20,Rock,Sand Force,50.0
255,0.6,Field,Kitten,Fairy ,45,35,35,300,Ordinary,75.0,,50,Normalize,3,52,50,11.0,260,1 Speed,Fairy ,Wonder Skin,Fast,Cute Charm,50,45,15,Normal,Wonder Skin,25.0
60,1.1,Field,Prim,Fairy ,65,55,55,301,Ordinary,75.0,,70,Normalize,3,140,90,32.6,400,"1 HP, 1 Speed",Fairy ,Wonder Skin,Fast,Cute Charm,50,65,15,Normal,Wonder Skin,25.0
45,0.5,,Darkness,Human-Like,75,65,65,302,Ordinary,50.0,Ghost,50,Stall,3,133,50,11.0,380,"1 Attack, 1 Defense",Human-Like,Prankster,Medium Slow,Keen Eye,35,75,25,Dark,Prankster,50.0
45,0.6,Field,Deceiver,Fairy ,85,55,55,303,Ordinary,50.0,Fairy,50,Intimidate,3,133,50,11.5,380,"1 Attack, 1 Defense",Fairy ,Sheer Force,Fast,Hyper Cutter,50,85,20,Steel,Sheer Force,50.0
180,0.4,,Iron Armor,Monster,100,40,40,304,Ordinary,50.0,Rock,50,Rock Head,3,66,30,60.0,330,1 Defense,Monster,Heavy Metal,Slow,Sturdy,35,70,35,Steel,Heavy Metal,50.0
90,0.9,,Iron Armor,Monster,140,50,50,305,Ordinary,50.0,Rock,60,Rock Head,3,151,40,120.0,430,2 Defense,Monster,Heavy Metal,Slow,Sturdy,35,90,35,Steel,Heavy Metal,50.0
45,2.1,,Iron Armor,Monster,180,60,60,306,Ordinary,50.0,Rock,70,Rock Head,3,239,50,360.0,530,3 Defense,Monster,Heavy Metal,Slow,Sturdy,35,110,35,Steel,Heavy Metal,50.0
180,0.6,,Meditate,Human-Like,55,40,55,307,Ordinary,50.0,Psychic,30,Telepathy,3,56,60,11.2,280,1 Speed,Human-Like,,Medium Fast,Pure Power,50,40,20,Fighting,,50.0
90,1.3,,Meditate,Human-Like,75,60,75,308,Ordinary,50.0,Psychic,60,Telepathy,3,144,80,31.5,410,2 Speed,Human-Like,,Medium Fast,Pure Power,50,60,20,Fighting,,50.0
120,0.6,,Lightning,Field,40,65,40,309,Ordinary,50.0,,40,Lightning Rod,3,59,65,15.2,295,1 Speed,Field,Minus,Slow,Static,50,45,20,Electric,Minus,50.0
45,1.5,,Discharge,Field,60,105,60,310,Ordinary,50.0,,70,Lightning Rod,3,166,105,40.2,475,2 Speed,Field,Minus,Slow,Static,50,75,20,Electric,Minus,50.0
200,0.4,,Cheering,Fairy,40,85,75,311,Ordinary,50.0,,60,Lightning Rod,3,142,95,4.2,405,1 Speed,Fairy,,Medium Fast,Plus,50,50,20,Electric,,50.0
200,0.4,,Cheering,Fairy,50,75,85,312,Ordinary,50.0,,60,Volt Absorb,3,142,95,4.2,405,1 Speed,Fairy,,Medium Fast,Minus,50,40,20,Electric,,50.0
150,0.7,Human-Like,Firefly,Bug ,75,47,85,313,Ordinary,0.0,,65,Swarm,3,151,85,17.7,430,1 Speed,Bug ,Prankster,Erratic,Illuminate,50,73,15,Bug,Prankster,100.0
150,0.6,Human-Like,Firefly,Bug ,75,73,85,314,Ordinary,100.0,,65,Tinted Lens,3,151,85,17.7,430,1 Speed,Bug ,Prankster,Fluctuating,Oblivious,50,47,15,Bug,Prankster,0.0
150,0.3,Grass,Thorn,Fairy ,45,100,80,315,Ordinary,50.0,Poison,50,Poison Point,3,140,65,2.0,400,2 Sp. Atk,Fairy ,Leaf Guard,Medium Slow,Natural Cure,50,60,20,Grass,Leaf Guard,50.0
225,0.4,,Stomach,Amorphous,53,43,53,316,Ordinary,50.0,,70,Sticky Hold,3,60,40,10.3,302,1 HP,Amorphous,Gluttony,Fluctuating,Liquid Ooze,50,43,20,Poison,Gluttony,50.0
75,1.7,,Poison Bag,Amorphous,83,73,83,317,Ordinary,50.0,,100,Sticky Hold,3,163,55,80.0,467,2 HP,Amorphous,Gluttony,Fluctuating,Liquid Ooze,50,73,20,Poison,Gluttony,50.0
225,0.8,,Savage,Water 2,20,65,20,318,Ordinary,50.0,Dark,45,Speed Boost,3,61,65,20.8,305,1 Attack,Water 2,,Slow,Rough Skin,35,90,20,Water,,50.0
60,1.8,,Brutal,Water 2,40,95,40,319,Ordinary,50.0,Dark,70,Speed Boost,3,161,95,88.8,460,2 Attack,Water 2,,Slow,Rough Skin,35,120,20,Water,,50.0
125,2.0,Water 2,Ball Whale,Field ,35,70,35,320,Ordinary,50.0,,130,Oblivious,3,80,60,130.0,400,1 HP,Field ,Pressure,Fluctuating,Water Veil,50,70,40,Water,Pressure,50.0
60,14.5,Water 2,Float Whale,Field ,45,90,45,321,Ordinary,50.0,,170,Oblivious,3,175,60,398.0,500,2 HP,Field ,Pressure,Fluctuating,Water Veil,50,90,40,Water,Pressure,50.0
255,0.7,,Numb,Field,40,65,45,322,Ordinary,50.0,Ground,60,Simple,3,61,35,24.0,305,1 Sp. Atk,Field,Own Tempo,Medium Fast,Oblivious,50,60,20,Fire,Own Tempo,50.0
150,1.9,,Eruption,Field,70,105,75,323,Ordinary,50.0,Ground,70,Solid Rock,3,161,40,220.0,460,"1 Attack, 1 Sp. Atk",Field,Anger Point,Medium Fast,Magma Armor,50,100,20,Fire,Anger Point,50.0
90,0.5,,Coal,Field,140,85,70,324,Ordinary,50.0,,70,Drought,3,165,20,80.4,470,2 Defense,Field,Shell Armor,Medium Fast,White Smoke,50,85,20,Fire,Shell Armor,50.0
255,0.7,,Bounce,Field,35,70,80,325,Ordinary,50.0,,60,Own Tempo,3,66,60,30.6,330,1 Sp. Def,Field,Gluttony,Fast,Thick Fat,50,25,20,Psychic,Gluttony,50.0
60,0.9,,Manipulate,Field,65,90,110,326,Ordinary,50.0,,80,Own Tempo,3,165,80,71.5,470,2 Sp. Def,Field,Gluttony,Fast,Thick Fat,50,45,20,Psychic,Gluttony,50.0
255,1.1,Human-Like,Spot Panda,Field ,60,60,60,327,Ordinary,50.0,,60,Tangled Feet,3,126,60,5.0,360,1 Sp. Atk,Field ,Contrary,Fast,Own Tempo,50,60,15,Normal,Contrary,50.0
255,0.7,Dragon,Ant Pit,Bug ,45,45,45,328,Ordinary,50.0,,45,Arena Trap,3,58,10,15.0,290,1 Attack,Bug ,Sheer Force,Medium Slow,Hyper Cutter,50,100,20,Ground,Sheer Force,50.0
120,1.1,Dragon,Vibration,Bug ,50,50,50,329,Ordinary,50.0,Dragon,50,,3,119,70,15.3,340,"1 Attack, 1 Speed",Bug ,,Medium Slow,Levitate,50,70,20,Ground,,50.0
45,2.0,Dragon,Mystic,Bug ,80,80,80,330,Ordinary,50.0,Dragon,80,,3,234,100,82.0,520,"1 Attack, 2 Speed",Bug ,,Medium Slow,Levitate,50,100,20,Ground,,50.0
190,0.4,Human-Like,Cactus,Grass ,40,85,40,331,Ordinary,50.0,,50,Water Absorb,3,67,35,51.3,335,1 Sp. Atk,Grass ,,Medium Slow,Sand Veil,35,85,20,Grass,,50.0
60,1.3,Human-Like,Scarecrow,Grass ,60,115,60,332,Ordinary,50.0,Dark,70,Water Absorb,3,166,55,77.4,475,"1 Attack, 1 Sp. Atk",Grass ,,Medium Slow,Sand Veil,35,115,20,Grass,,50.0
255,0.4,Flying,Cotton Bird,Dragon ,60,40,75,333,Ordinary,50.0,Flying,45,Cloud Nine,3,62,50,1.2,310,1 Sp. Def,Dragon ,,Erratic,Natural Cure,50,40,20,Normal,,50.0
45,1.1,Flying,Humming,Dragon ,90,70,105,334,Ordinary,50.0,Flying,75,Cloud Nine,3,172,80,20.6,490,2 Sp. Def,Dragon ,,Erratic,Natural Cure,50,70,20,Dragon,,50.0
90,1.3,,Cat Ferret,Field,60,60,60,335,Ordinary,50.0,,73,Toxic Boost,3,160,90,40.3,458,2 Attack,Field,,Erratic,Immunity,50,115,20,Normal,,50.0
90,2.7,Field,Fang Snake,Dragon ,60,100,60,336,Ordinary,50.0,,73,Infiltrator,3,160,65,52.5,458,"1 Attack, 1 Sp. Atk",Dragon ,,Fluctuating,Shed Skin,50,100,20,Poison,,50.0
45,1.0,,Meteorite,Mineral,65,95,85,337,Ordinary,,Psychic,90,,3,161,70,168.0,460,2 Sp. Atk,Mineral,,Fast,Levitate,50,55,25,Rock,,
45,1.2,,Meteorite,Mineral,85,55,65,338,Ordinary,,Psychic,90,,3,161,70,154.0,460,2 Attack,Mineral,,Fast,Levitate,50,95,25,Rock,,
190,0.4,,Whiskers,Water 2,43,46,41,339,Ordinary,50.0,Ground,50,Anticipation,3,58,60,1.9,288,1 HP,Water 2,Hydration,Medium Fast,Oblivious,50,48,20,Water,Hydration,50.0
75,0.9,,Whiskers,Water 2,73,76,71,340,Ordinary,50.0,Ground,110,Anticipation,3,164,60,23.6,468,2 HP,Water 2,Hydration,Medium Fast,Oblivious,50,78,20,Water,Hydration,50.0
205,0.6,Water 3,Ruffian,Water 1 ,65,50,35,341,Ordinary,50.0,,43,Shell Armor,3,62,35,11.5,308,1 Attack,Water 1 ,Adaptability,Fluctuating,Hyper Cutter,50,80,15,Water,Adaptability,50.0
155,1.1,Water 3,Rogue,Water 1 ,85,90,55,342,Ordinary,50.0,Dark,63,Shell Armor,3,164,55,32.8,468,2 Attack,Water 1 ,Adaptability,Fluctuating,Hyper Cutter,50,120,15,Water,Adaptability,50.0
255,0.5,,Clay Doll,Mineral,55,40,70,343,Ordinary,,Psychic,40,,3,60,55,21.5,300,1 Sp. Def,Mineral,,Medium Fast,Levitate,50,40,20,Ground,,
90,1.5,,Clay Doll,Mineral,105,70,120,344,Ordinary,,Psychic,60,,3,175,75,108.0,500,2 Sp. Def,Mineral,,Medium Fast,Levitate,50,70,20,Ground,,
45,1.0,,Sea Lily,Water 3,77,61,87,345,Fossil,12.5,Grass,66,Storm Drain,3,71,23,23.8,355,1 Sp. Def,Water 3,,Erratic,Suction Cups,50,41,30,Rock,,87.5
45,1.5,,Barnacle,Water 3,97,81,107,346,Fossil,12.5,Grass,86,Storm Drain,3,173,43,60.4,495,2 Sp. Def,Water 3,,Erratic,Suction Cups,50,81,30,Rock,,87.5
45,0.7,,Old Shrimp,Water 3,50,40,50,347,Fossil,12.5,Bug,45,Swift Swim,3,71,75,12.5,355,1 Attack,Water 3,,Erratic,Battle Armor,50,95,30,Rock,,87.5
45,1.5,,Plate,Water 3,100,70,80,348,Fossil,12.5,Bug,75,Swift Swim,3,173,45,68.2,495,2 Attack,Water 3,,Erratic,Battle Armor,50,125,30,Rock,,87.5
255,0.6,Water 1,Fish,Dragon ,20,10,55,349,Ordinary,50.0,,20,Oblivious,3,40,80,7.4,200,1 Speed,Dragon ,Adaptability,Erratic,Swift Swim,50,15,20,Water,Adaptability,50.0
60,6.2,Water 1,Tender,Dragon ,79,100,125,350,Ordinary,50.0,,95,Competitive,3,189,81,162.0,540,2 Sp. Def,Dragon ,Cute Charm,Erratic,Marvel Scale,50,60,20,Water,Cute Charm,50.0
45,0.3,Fairy,Weather,Amorphous ,70,70,70,351,Ordinary,50.0,,70,,3,147,70,0.8,420,1 HP,Amorphous ,,Medium Fast,Forecast,50,70,25,Normal,,50.0
200,1.0,,Color Swap,Field,70,60,120,352,Ordinary,50.0,,60,Protean,3,154,40,22.0,440,1 Sp. Def,Field,,Medium Slow,Color Change,50,90,20,Normal,,50.0
225,0.6,,Puppet,Amorphous,35,63,33,353,Ordinary,50.0,,44,Frisk,3,59,45,2.3,295,1 Attack,Amorphous,Cursed Body,Fast,Insomnia,35,75,25,Ghost,Cursed Body,50.0
45,1.1,,Marionette,Amorphous,65,83,63,354,Ordinary,50.0,,64,Frisk,3,159,65,12.5,455,2 Attack,Amorphous,Cursed Body,Fast,Insomnia,35,115,25,Ghost,Cursed Body,50.0
190,0.8,,Requiem,Amorphous,90,30,90,355,Ordinary,50.0,,20,Frisk,3,59,25,15.0,295,1 Sp. Def,Amorphous,,Fast,Levitate,35,40,25,Ghost,,50.0
90,1.6,,Beckon,Amorphous,130,60,130,356,Ordinary,50.0,,40,Frisk,3,159,25,30.6,455,"1 Defense, 1 Sp. Def",Amorphous,,Fast,Pressure,35,70,25,Ghost,,50.0
200,2.0,Monster,Fruit,Grass ,83,72,87,357,Ordinary,50.0,Flying,99,Solar Power,3,161,51,100.0,460,2 HP,Grass ,Harvest,Slow,Chlorophyll,50,68,25,Grass,Harvest,50.0
45,0.6,,Wind Chime,Amorphous,80,95,90,358,Ordinary,50.0,,75,,3,159,65,1.0,455,"1 Sp. Atk, 1 Sp. Def",Amorphous,,Fast,Levitate,50,50,25,Psychic,,50.0
30,1.2,,Disaster,Field,60,75,60,359,Ordinary,50.0,,65,Super Luck,3,163,75,47.0,465,2 Attack,Field,Justified,Medium Slow,Pressure,35,130,25,Dark,Justified,50.0
125,0.6,,Bright,Undiscovered,48,23,48,360,Baby Pokemon,50.0,,95,Telepathy,3,52,23,14.0,260,1 HP,Undiscovered,,Medium Fast,Shadow Tag,50,23,20,Psychic,,50.0
190,0.7,Mineral,Snow Hat,Fairy ,50,50,50,361,Ordinary,50.0,,50,Ice Body,3,60,50,16.8,300,1 HP,Fairy ,Moody,Medium Fast,Inner Focus,50,50,20,Ice,Moody,50.0
75,1.5,Mineral,Face,Fairy ,80,80,80,362,Ordinary,50.0,,80,Ice Body,3,168,80,256.5,480,2 HP,Fairy ,Moody,Medium Fast,Inner Focus,50,80,20,Ice,Moody,50.0
255,0.8,Water 1,Clap,Field ,50,55,50,363,Ordinary,50.0,Water,70,Ice Body,3,58,25,39.5,290,1 HP,Field ,Oblivious,Medium Slow,Thick Fat,50,40,20,Ice,Oblivious,50.0
120,1.1,Water 1,Ball Roll,Field ,70,75,70,364,Ordinary,50.0,Water,90,Ice Body,3,144,45,87.6,410,2 HP,Field ,Oblivious,Medium Slow,Thick Fat,50,60,20,Ice,Oblivious,50.0
45,1.4,Water 1,Ice Break,Field ,90,95,90,365,Ordinary,50.0,Water,110,Ice Body,3,239,65,150.6,530,3 HP,Field ,Oblivious,Medium Slow,Thick Fat,50,80,20,Ice,Oblivious,50.0
255,0.4,,Bivalve,Water 1,85,74,55,366,Ordinary,50.0,,35,Rattled,3,69,32,52.5,345,1 Defense,Water 1,,Erratic,Shell Armor,50,64,20,Water,,50.0
60,1.7,,Deep Sea,Water 1,105,94,75,367,Ordinary,50.0,,55,Water Veil,3,170,52,27.0,485,"1 Attack, 1 Defense",Water 1,,Erratic,Swift Swim,50,104,20,Water,,50.0
60,1.8,,South Sea,Water 1,105,114,75,368,Ordinary,50.0,,55,Hydration,3,170,52,22.6,485,2 Sp. Atk,Water 1,,Erratic,Swift Swim,50,84,20,Water,,50.0
25,1.0,Water 2,Longevity,Water 1 ,130,45,65,369,Ordinary,12.5,Rock,100,Rock Head,3,170,55,23.4,485,"1 HP, 1 Defense",Water 1 ,Sturdy,Slow,Swift Swim,50,90,40,Water,Sturdy,87.5
225,0.6,,Rendezvous,Water 2,55,40,65,370,Ordinary,75.0,,43,Hydration,3,116,97,8.7,330,1 Speed,Water 2,,Fast,Swift Swim,50,30,20,Water,,25.0
45,0.6,,Rock Head,Dragon,60,40,30,371,Ordinary,50.0,,45,Sheer Force,3,60,50,42.1,300,1 Attack,Dragon,,Slow,Rock Head,35,75,40,Dragon,,50.0
45,1.1,,Endurance,Dragon,100,60,50,372,Ordinary,50.0,,65,Overcoat,3,147,50,110.5,420,2 Defense,Dragon,,Slow,Rock Head,35,95,40,Dragon,,50.0
45,1.5,,Dragon,Dragon,80,110,80,373,Ordinary,50.0,Flying,95,Moxie,3,300,100,102.6,600,3 Attack,Dragon,,Slow,Intimidate,35,135,40,Dragon,,50.0
3,0.6,,Iron Ball,Mineral,80,35,60,374,Ordinary,,Psychic,40,Light Metal,3,60,30,95.2,300,1 Defense,Mineral,,Slow,Clear Body,35,55,40,Steel,,
3,1.2,,Iron Claw,Mineral,100,55,80,375,Ordinary,,Psychic,60,Light Metal,3,147,50,202.5,420,2 Defense,Mineral,,Slow,Clear Body,35,75,40,Steel,,
3,1.6,,Iron Leg,Mineral,130,95,90,376,Ordinary,,Psychic,80,Light Metal,3,270,70,550.0,600,3 Defense,Mineral,,Slow,Clear Body,35,135,40,Steel,,
3,1.7,,Rock Peak,Undiscovered,200,50,100,377,Legendary,,,80,Sturdy,3,261,50,230.0,580,3 Defense,Undiscovered,,Slow,Clear Body,35,100,80,Rock,,
3,1.8,,Iceberg,Undiscovered,100,100,200,378,Legendary,,,80,Ice Body,3,261,50,175.0,580,3 Sp. Def,Undiscovered,,Slow,Clear Body,35,50,80,Ice,,
3,1.9,,Iron,Undiscovered,150,75,150,379,Legendary,,,80,Light Metal,3,261,50,205.0,580,"2 Defense, 1 Sp. Def",Undiscovered,,Slow,Clear Body,35,75,80,Steel,,
3,1.4,,Eon,Undiscovered,90,110,130,380,Legendary,100.0,Psychic,80,,3,270,110,40.0,600,3 Sp. Def,Undiscovered,,Slow,Levitate,90,80,120,Dragon,,0.0
3,2.0,,Eon,Undiscovered,80,130,110,381,Legendary,0.0,Psychic,80,,3,270,110,60.0,600,3 Sp. Atk,Undiscovered,,Slow,Levitate,90,90,120,Dragon,,100.0
3,4.5,,Sea Basin,Undiscovered,90,150,140,382,Legendary,,,100,,3,335,90,352.0,670,3 Sp. Atk,Undiscovered,,Slow,Drizzle,0,100,120,Water,,
3,3.5,,Continent,Undiscovered,140,100,90,383,Legendary,,,100,,3,335,90,950.0,670,3 Attack,Undiscovered,,Slow,Drought,0,150,120,Ground,,
45,7.0,,Sky High,Undiscovered,90,150,90,384,Legendary,,Flying,105,,3,340,95,206.5,680,"2 Attack, 1 Sp. Atk",Undiscovered,,Slow,Air Lock,0,150,120,Dragon,,
3,0.3,,Wish,Undiscovered,100,100,100,385,Mythical,,Psychic,100,,3,270,100,1.1,600,3 HP,Undiscovered,,Slow,Serene Grace,100,100,120,Steel,,
3,1.7,,DNA,Undiscovered,50,150,50,386,Mythical,,,50,,3,270,150,60.8,600,"1 Attack, 1 Sp. Atk, 1 Speed",Undiscovered,,Slow,Pressure,0,150,120,Psychic,,
45,0.4,Monster,Tiny Leaf,Grass ,64,45,55,387,Ordinary,12.5,,55,Shell Armor,4,64,31,10.2,318,1 Attack,Grass ,,Medium Slow,Overgrow,50,68,20,Grass,,87.5
45,1.1,Monster,Grove,Grass ,85,55,65,388,Ordinary,12.5,,75,Shell Armor,4,142,36,97.0,405,"1 Attack, 1 Defense",Grass ,,Medium Slow,Overgrow,50,89,20,Grass,,87.5
45,2.2,Monster,Continent,Grass ,105,75,85,389,Ordinary,12.5,Ground,95,Shell Armor,4,236,56,310.0,525,"2 Attack, 1 Defense",Grass ,,Medium Slow,Overgrow,50,109,20,Grass,,87.5
45,0.5,Human-Like,Chimp,Field ,44,58,44,390,Ordinary,12.5,,44,Iron Fist,4,62,61,6.2,309,1 Speed,Field ,,Medium Slow,Blaze,50,58,20,Fire,,87.5
45,0.9,Human-Like,Playful,Field ,52,78,52,391,Ordinary,12.5,Fighting,64,Iron Fist,4,142,81,22.0,405,"1 Sp. Atk, 1 Speed",Field ,,Medium Slow,Blaze,50,78,20,Fire,,87.5
45,1.2,Human-Like,Flame,Field ,71,104,71,392,Ordinary,12.5,Fighting,76,Iron Fist,4,240,108,55.0,534,"1 Attack, 1 Sp. Atk, 1 Speed",Field ,,Medium Slow,Blaze,50,104,20,Fire,,87.5
45,0.4,Water 1,Penguin,Field ,53,61,56,393,Ordinary,12.5,,53,Defiant,4,63,40,5.2,314,1 Sp. Atk,Field ,,Medium Slow,Torrent,50,51,20,Water,,87.5
45,0.8,Water 1,Penguin,Field ,68,81,76,394,Ordinary,12.5,,64,Defiant,4,142,50,23.0,405,2 Sp. Atk,Field ,,Medium Slow,Torrent,50,66,20,Water,,87.5
